ACD-0028|1118406-06.2025.4.01.3400|DM||1|3000.00||3000.00
ACD-0029|4000067-43.2026.8.26.0176|DM||1|2048.49||2048.49
ACD-0029|4000067-43.2026.8.26.0176|HS||1|1024.24||1024.24
ACD-0030|1002064-65.2025.5.02.0015|TRABALHISTA|ACORDO R$ 1.500,00 EM PARCELA ÚNICA|1|1500.00||1500.00
ACD-0031|1203777-46.2024.8.26.0100|HS||1|1608.83||1608.83
ACD-0032|6030086-31.2025.8.09.0006|DM||1|2000.00||2000.00
ACD-0032|6030086-31.2025.8.09.0006|HS||1|1000.00||1000.00
ACD-0033|8153575-97.2025.8.05.0001|HS||1|2200.00||2200.00
ACD-0034|1000903-79.2026.4.01.3900|DM||1|3000.00||3000.00
ACD-0034|1000903-79.2026.4.01.3900|HS||1|1500.00||1500.00
ACD-0035|1002169-77.2023.8.26.0020|HS||1|900.00||900.00
ACD-0036|4034451-06.2025.8.26.0002|HS||1|4300.00||4300.00
ACD-0037|1012369-17.2025.8.26.0007|HS||1|1350.00||1350.00
ACD-0038|1022192-58.2024.8.26.0004|HS||1|2118.81||2118.81
ACD-0039|1000314-34.2025.8.26.0007|HS||1|1700.00||1700.00
ACD-0040|1001576-63.2025.5.02.0063|HS|R$ 24.400,00 PAGO NA CONTA DO CLIENTE REF. VERBAS RECISÓRIAS E R$15.600,00 NA CONTA DO ESCRITÓRIO REF. HONORÁRIOS|1|15600.00||15600.00
ACD-0041|0016681-71.2025.8.26.0001|DM||1|4680.33||4680.33
ACD-0041|0016681-71.2025.8.26.0001|HS||1|1469.67||1469.67
ACD-0042|1000392-49.2026.5.02.0609|TRABALHISTA|KAIO BONILHA - ACORDO DE R$5.000,00 SERÁ PAGO EM 3 PARCELAS - 2 DE R$1.500,00 E 1 DE R$ 2.000,00|3|5000.00||5000.00
ACD-0043|4013367-43.2025.8.26.0003|DM||1|1500.00||1500.00
ACD-0044|1012026-79.2025.8.26.0020|DM||1|2519.68||2519.68
ACD-0044|1012026-79.2025.8.26.0020|HS||1|1200.00||1200.00
ACD-0045|4002365-63.2025.8.26.0266|DM||1|3150.00||3150.00
ACD-0045|4002365-63.2025.8.26.0266|HS||1|1250.00||1250.00
ACD-0046|1056209-92.2025.8.26.0002|DM||1|1700.00||1700.00
ACD-0046|1056209-92.2025.8.26.0002|HS||1|1000.00||1000.00
ACD-0047|4064732-39.2025.8.26.0100|DM||1|5589.20||5589.20
ACD-0047|4064732-39.2025.8.26.0100|HS||1|628.00||628.00
ACD-0048|0821672-37.2025.8.14.0051|DM||1|1500.00||1500.00
ACD-0049|5126445-32.2025.4.02.5101|DM|AUDIÊNCIA DM - PAGAMENTO NA CONTA BANCÁRIA DA AUTORA|1|3000.00||3000.00
ACD-0050|5762637-60.2025.8.09.0064|DM||1|6160.00||6160.00
ACD-0050|5762637-60.2025.8.09.0064|HS||1|1440.00||1440.00
ACD-0051|0800023-53.2026.8.10.0031|DM||1|1970.00||1970.00
ACD-0052|5003304-22.2026.4.03.6100|DM||1|7000.00||7000.00
ACD-0053|4002228-09.2026.8.26.0020|DM||1|2438.00||2438.00
ACD-0053|4002228-09.2026.8.26.0020|HS||1|1219.00||1219.00
ACD-0054|4003785-88.2026.8.26.0001|DM||1||2438.00|2438.00
ACD-0054|4003785-88.2026.8.26.0001|HS||1||1219.00|1219.00
ACD-0055|5000956-32.2026.8.13.0017|DM||1|3760.54||3760.54
ACD-0055|5000956-32.2026.8.13.0017|HS||1|1880.26||1880.26
ACD-0056|1002270-31.2025.5.02.0710|TRABALHISTA|ACORDO DE R$ 10.000,00 EM 7 PARCELAS, SENDO 6 DE R$ 1.500,00 E 1 DE R$ 1.000,00|7||10000.00|10000.00
ACD-0057|1002105-62.2025.5.02.0005|TRABALHISTA|ACORDO DE R$ 18.000,00 EM 5 PARCELAS DE R$ 3.600,00 / MULTA REF. 2ª PARCELA PAGA EM ATRASO / MULTA REF. 4ª PARCELA PAGA EM ATRASO|7|23400.00||23400.00
ACD-0058|1133592-80.2024.8.26.0100|HS||1|1100.00||1100.00
ACD-0059|5731503-06.2025.8.09.0164|HS||1|2395.09||2395.09
ACD-0060|1003140-39.2025.8.26.0005|DM||1|12638.86||12638.86
ACD-0060|1003140-39.2025.8.26.0005|HS||1|2000.00||2000.00
ACD-0061|1004725-33.2026.4.01.3300|DM|(CEF SEM DISCRIMINAÇÃO)|1|5300.00||5300.00
ACD-0062|5781746-51.2025.8.09.0164|HS||1|3500.00||3500.00
ACD-0063|4001058-32.2026.8.26.0010|DM||1|2460.00||2460.00
ACD-0063|4001058-32.2026.8.26.0010|HS||1|1230.00||1230.00
ACD-0064|4001458-18.2026.8.26.0278|DM||1|1600.15||1600.15
ACD-0064|4001458-18.2026.8.26.0278|HS||1|700.00||700.00
ACD-0065|8171782-47.2025.8.05.0001|HS||1|2410.65||2410.65
ACD-0066|0002178-96.2026.8.26.0005|HS||1|900.00||900.00
ACD-0067|1000226-80.2024.8.26.0152|HS||1|1080.00||1080.00
ACD-0068|1034637-69.2024.8.26.0405|HS||1|1000.00||1000.00
ACD-0069|0001771-96.2026.8.26.0003|DM||1|9209.21||9209.21
ACD-0069|0001771-96.2026.8.26.0003|HS||1|1790.79||1790.79
ACD-0070|1043169-80.2024.8.26.0001|HS||1|1623.60||1623.60
ACD-0071|1065574-48.2025.4.01.3900|DM|(NÃO DISCRIMINADO CEF)|1|3000.00||3000.00
ACD-0072|1094125-57.2025.8.13.0024|DM|(NÃO DISCRIMINADO)|1|3000.00||3000.00
ACD-0073|4016858-64.2025.8.26.0001|HS||1|3500.00||3500.00
ACD-0074|4017108-57.2026.8.26.0100|DM||1|2000.00||2000.00
ACD-0074|4017108-57.2026.8.26.0100|HS||1|1000.00||1000.00
ACD-0075|5000771-90.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|6000.00||6000.00
ACD-0076|5991604-60.2025.8.09.0120|DM|(NÃO DISCRIMINADO - AUDIÊNCIA)|1|2500.00||2500.00
ACD-0077|1000344-32.2025.8.26.0278|DM||1|6000.00||6000.00
ACD-0077|1000344-32.2025.8.26.0278|HS||1|1000.00||1000.00
ACD-0078|1001691-50.2026.4.01.3300|DM|(CEF NÃO DISCRIMINA E PRAZO DA HOMOLOGAÇÃO - PAGAM ANTES)|1|3000.00||3000.00
ACD-0079|1014482-41.2025.8.26.0007|DM||1|1700.00||1700.00
ACD-0079|1014482-41.2025.8.26.0007|HS||1|800.00||800.00
ACD-0080|1034995-76.2024.8.26.0003|DM||1|4800.00||4800.00
ACD-0080|1034995-76.2024.8.26.0003|HS||1|2300.00||2300.00
ACD-0081|4005283-19.2026.8.26.0100|DM||1|2400.00||2400.00
ACD-0081|4005283-19.2026.8.26.0100|HS||1|1100.00||1100.00
ACD-0082|5003182-09.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|2000.00||2000.00
ACD-0083|0001144-68.2026.8.26.0011|HS||1|1600.00||1600.00
ACD-0084|1029012-05.2024.8.26.0001|HS||1|2250.00||2250.00
ACD-0085|4001062-69.2026.8.26.0010|DM||1|3035.00||3035.00
ACD-0085|4001062-69.2026.8.26.0010|HS||1|1400.00||1400.00
ACD-0086|4011194-22.2025.8.26.0011|DM||1|1700.00||1700.00
ACD-0086|4011194-22.2025.8.26.0011|HS||1|800.00||800.00
ACD-0087|1000025-43.2026.5.02.0603|TRABALHISTA|PAGAMENTO EM PARCELA ÚNICA|1|2000.00||2000.00
ACD-0088|4001948-86.2026.8.26.0004|HS||1|1459.71||1459.71
ACD-0089|4000374-28.2026.8.26.0198|DM|(VALOR CHEIO/NÃO DISCRIMINADO)|1|3072.73||3072.73
ACD-0090|0012843-80.2026.8.26.0100|HS||1|2300.00||2300.00
ACD-0091|5000974-52.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|5000.00||5000.00
ACD-0092|1036630-58.2025.8.26.0100|HS||1|1500.00||1500.00
ACD-0092|1036630-58.2025.8.26.0100|OUTROS|DESV. PROD.|1|2573.76||2573.76
ACD-0093|4008937-60.2026.8.26.0602|DM|(PRAZO DA HOMOLOGAÇÃO)|1|3400.00||3400.00
ACD-0093|4008937-60.2026.8.26.0602|HS|(PRAZO DA HOMOLOGAÇÃO)|1|1600.00||1600.00
ACD-0094|4000118-85.2026.8.26.0198|DM|PROCESSO PESSOAL DO|1|2500.00||2500.00
ACD-0095|8006796-05.2025.8.05.0154|DM|(AUDIÊNCIA)|1|500.00||500.00
ACD-0096|1008210-39.2025.8.26.0554|HS||1|1300.00||1300.00
ACD-0097|1009467-05.2025.8.26.0068|HS||1|1503.82||1503.82
ACD-0098|1029869-45.2024.8.26.0100|HS||1|460.00||460.00
ACD-0099|5002301-30.2025.4.03.6306|DM|(NÃO DISCRIMINADO)|1|5000.00||5000.00
ACD-0100|1001968-76.2025.5.02.0071|TRABALHISTA|PAGAMENTO EM 2 PARCELAS DE R$ 2.500,00|2|5000.00||5000.00
ACD-0101|4005527-45.2026.8.26.0003|DM||1|5350.00||5350.00
ACD-0102|5701651-82.2025.8.09.0051|HS||1|1200.00||1200.00
ACD-0103|8125280-50.2025.8.05.0001|HS||1|924.09||924.09
ACD-0104|0800609-75.2026.8.14.0097|HS||1|500.00||500.00
ACD-0105|1011199-10.2025.8.26.0007|HS||1|1500.00||1500.00
ACD-0106|4001789-15.2026.8.26.0176|HS||1|1459.71||1459.71
ACD-0107|5003083-39.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|3500.00||3500.00
ACD-0108|1009752-96.2024.8.26.0176|DM||1|5414.29||5414.29
ACD-0108|1009752-96.2024.8.26.0176|HS||1|640.32||640.32
ACD-0109|1010872-83.2025.8.26.0001|HS||1|900.00||900.00
ACD-0110|5007810-20.2026.4.03.6301|DM|(NÃO DISCRIMINADO)|1|2500.00||2500.00
ACD-0111|6016422-77.2026.4.06.3800|DM|(AUDIÊNCIA) - NÃO DISCRIMINADO|1|3500.00||3500.00
ACD-0112|4020562-85.2025.8.26.0001|DM|(NÃO DISCRIMINADO)|1|4600.00||4600.00
ACD-0113|0003955-80.2026.8.26.0405|DM||1|17863.74||17863.74
ACD-0113|0003955-80.2026.8.26.0405|HS||1|2859.94||2859.94
ACD-0114|5015491-41.2026.4.03.6301|DM|(NÃO DISCRIMINADO E PRAZO DA HOMOLOGAÇÃO)|1||6000.00|6000.00
ACD-0115|4000615-21.2025.8.26.0106|DM||1|4800.00||4800.00
ACD-0116|4002736-12.2026.8.26.0001|DM||1|2800.00||2800.00
ACD-0116|4002736-12.2026.8.26.0001|HS||1|1400.00||1400.00
ACD-0117|1001498-25.2025.8.26.0007|HS||1|1806.55||1806.55
ACD-0118|1004161-87.2024.8.26.0198|HS||1|1550.50||1550.50
ACD-0119|4001784-90.2026.8.26.0564|DM||1|2700.00||2700.00
ACD-0119|4001784-90.2026.8.26.0564|HS||1|1300.00||1300.00
ACD-0120|1000660-94.2025.8.26.0100|HS||1||900.00|900.00
ACD-0121|1042894-16.2024.8.26.0007|DM||1|9832.17||9832.17
ACD-0121|1042894-16.2024.8.26.0007|HS||1|1167.83||1167.83
ACD-0122|4043680-87.2025.8.26.0002|HS||1|500.00||500.00
ACD-0123|1050353-79.2025.4.01.3300|DM|(NÃO DISCRIMINADO)|1|1000.00||1000.00
ACD-0124|1004931-31.2025.8.26.0009|HS||1|1000.00||1000.00
ACD-0125|4005575-20.2026.8.26.0224|DM||1|3400.00||3400.00
ACD-0125|4005575-20.2026.8.26.0224|HS||1|1600.00||1600.00
ACD-0126|8138725-38.2025.8.05.0001|DM||1|4000.00||4000.00
ACD-0126|8138725-38.2025.8.05.0001|HS||1|2000.00||2000.00
ACD-0127|4001829-34.2026.8.26.0002|HS|(CASO DESISTÊNCIA)|1|500.00||500.00
ACD-0128|4003264-46.2026.8.26.0001|DM|(FAMOSA CLÁUSULA)|1|2628.64||2628.64
ACD-0129|4008205-36.2026.8.26.0002|DM|(NÃO DISCRIMINADO)|1|1400.00||1400.00
ACD-0130|1003395-22.2024.8.26.0299|HS||1||908.00|908.00
ACD-0131|6063339-88.2025.8.09.0174|HS||1|1200.00||1200.00
ACD-0132|3015238-92.2026.8.19.0001|DM||1|2492.55||2492.55
ACD-0132|3015238-92.2026.8.19.0001|HS||1|276.95||276.95
ACD-0133|1032569-40.2024.8.26.0602|HS||1|927.23||927.23
ACD-0134|4012212-21.2025.8.26.0224|DM||1|2151.62||2151.62
ACD-0134|4012212-21.2025.8.26.0224|HS||1|1520.00||1520.00
ACD-0135|5000830-78.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1||3000.00|3000.00
ACD-0136|4004559-49.2025.8.26.0003|HS||1||1100.00|1100.00
ACD-0137|4016845-65.2025.8.26.0001|HS||1|2265.08||2265.08
ACD-0138|1001583-57.2024.8.26.0100|HS||1|2950.00||2950.00
ACD-0139|1007969-52.2024.8.26.0020|DM||1|6296.16||6296.16
ACD-0139|1007969-52.2024.8.26.0020|HS||1|1135.84||1135.84
ACD-0140|1110636-73.2024.8.26.0002|HS||1|1000.00||1000.00
ACD-0141|5011557-75.2026.4.03.6301|DM|(NÃO DISCRIMINADO)|1|5000.00||5000.00
ACD-0142|5013082-92.2026.4.03.6301|DM|(NÃO DISCRIMINADO)|1|6000.00||6000.00
ACD-0143|5001632-76.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|7000.00||7000.00
ACD-0144|1008463-30.2025.8.26.0068|DM||1|3444.77||3444.77
ACD-0144|1008463-30.2025.8.26.0068|HS||1|2055.23||2055.23
ACD-0145|8002909-52.2025.8.05.0044|DM||1||3837.53|3837.53
ACD-0145|8002909-52.2025.8.05.0044|HS||1||679.32|679.32
ACD-0146|1034655-35.2024.8.26.0003|DM|PAGTO VIA DEPÓSITO JUDICIAL - MLE|1|4240.00||4240.00
ACD-0146|1034655-35.2024.8.26.0003|HS|PAGTO VIA DEPÓSITO JUDICIAL - MLE|1|1406.00||1406.00
ACD-0147|8133376-54.2025.8.05.0001|HS||1|2900.00||2900.00
ACD-0148|4000068-28.2026.8.26.0176|DM||1|2000.00||2000.00
ACD-0148|4000068-28.2026.8.26.0176|HS||1|1000.00||1000.00
ACD-0149|4001709-72.2026.8.26.0266|HS||1|1459.71||1459.71
ACD-0150|4013368-28.2025.8.26.0003|HS||1|1437.68||1437.68
ACD-0151|5034603-51.2025.4.03.6100|DM|(NÃO DISCRIMINADO)|1|8500.00||8500.00
ACD-0152|1000611-18.2026.5.02.0074|TRABALHISTA|PAGAMENTO DE R$ 2.500,00 ATÉ DIA 20/06/2026|1|2500.00||2500.00
ACD-0153|6002506-95.2026.4.06.3825|DM|(NÃO DISCRIMINADO)|1|3000.00||3000.00
ACD-0154|5007339-25.2026.4.03.6100|DM|(NÃO DISCRIMINADO)|1|2500.00||2500.00
ACD-0155|1002896-14.2024.8.26.0016|OUTROS|DANO MATERIAL|1|5615.00||5615.00
ACD-0156|1014478-32.2025.8.26.0224|HS||1|2541.60||2541.60
ACD-0157|0005840-32.2026.8.26.0405|HS||1|4500.00||4500.00
ACD-0158|4007859-58.2026.8.26.0011|DM||1|3400.00||3400.00
ACD-0158|4007859-58.2026.8.26.0011|HS||1|1600.00||1600.00
ACD-0159|1050005-32.2025.8.26.0002|HS||1|4143.00||4143.00
ACD-0160|3002667-97.2025.8.06.0062|DM|(AUDIÊNCIA NÃO DISCRIMINADO)|1|500.00||500.00
ACD-0161|4019221-84.2026.8.26.0002|DM|(NÃO DISCRIMINADO)|1|2000.00||2000.00
ACD-0162|5689117-09.2025.8.09.0051|DM|PAGTO VIA DEPÓSITO JUDICIAL|1|3675.00||3675.00
ACD-0162|5689117-09.2025.8.09.0051|HS|PAGTO VIA DEPÓSITO JUDICIAL|1|1066.26||1066.26
ACD-0163|1001526-29.2025.5.02.0292|TRABALHISTA|DEPOSITADO EM JUÍZO|1|2966.71||2966.71
ACD-0164|1003529-97.2025.8.13.0518|DM|(NÃO DISCRIMINADO)|1|2000.00||2000.00
ACD-0165|1004450-96.2024.8.26.0108|DM||1|8978.87||8978.87
ACD-0165|1004450-96.2024.8.26.0108|HS||1|2021.13||2021.13
ACD-0166|4005799-45.2026.8.26.0001|DM|(NÃO DISCRIMINADO) DESISTÊNCIA|1|2500.00||2500.00
ACD-0167|1003259-09.2025.8.26.0099|HS|(NARDON)|1|78.85||78.85
ACD-0167|1003259-09.2025.8.26.0099|OUTROS|RESTITUIÇÃO SIMPLES (NARDON)|1|465.55||465.55
ACD-0168|1008530-02.2025.8.26.0001|HS||1|920.00||920.00
ACD-0169|4010831-08.2025.8.26.0020|DM||1|2700.00||2700.00
ACD-0169|4010831-08.2025.8.26.0020|HS||1|1300.00||1300.00
ACD-0170|8015614-80.2026.8.05.0001|HS||1|2000.00||2000.00
ACD-0171|8188740-11.2025.8.05.0001|HS||1|741.33||741.33
ACD-0172|1027711-16.2024.8.26.0068|HS||1||1350.00|1350.00
ACD-0173|1000482-38.2026.5.02.0292|TRABALHISTA|ACORDO DE 3K EM 2 PARCELAS DE R$ 1.500,00|2|3000.00||3000.00
ACD-0174|1008683-28.2025.8.26.0068|DM||1|3326.40||3326.40
ACD-0174|1008683-28.2025.8.26.0068|HS||1|756.00||756.00
ACD-0175|1011945-69.2024.8.26.0278|DM||1|11530.46||11530.46
ACD-0175|1011945-69.2024.8.26.0278|HS||1|2736.64||2736.64
ACD-0176|4013977-32.2026.8.26.0114|DM||1|2400.00||2400.00
ACD-0176|4013977-32.2026.8.26.0114|HS||1|1200.00||1200.00
ACD-0177|4031366-75.2026.8.26.0002|HS||1|1240.93||1240.93
ACD-0178|1002149-03.2024.8.26.0198|HS||1|46.90||46.90
ACD-0179|5330392-14.2026.8.09.0036|HS||1|500.00||500.00
ACD-0180|0001623-82.2026.8.26.0198|HS||1|2600.00||2600.00
ACD-0181|0852400-71.2025.8.12.0001|DM|(NÃO DISCRIMINADO) DESISTÊNCIA|1|2000.00||2000.00
ACD-0182|4033584-76.2026.8.26.0002|DM||1|2438.00||2438.00
ACD-0182|4033584-76.2026.8.26.0002|HS||1|1219.00||1219.00
ACD-0183|1000305-18.2024.8.26.0004|HS||1|900.00||900.00
ACD-0184|1000945-87.2025.8.26.0197|DM||1|2000.00||2000.00
ACD-0184|1000945-87.2025.8.26.0197|HS||1|1000.00||1000.00
ACD-0185|4007456-62.2026.8.26.0020|DM||1|3400.00||3400.00
ACD-0185|4007456-62.2026.8.26.0020|HS||1|1600.00||1600.00
ACD-0186|1000484-11.2026.5.02.0291|TRABALHISTA|ACORDO FECHADO. 14K EM 6X. QUINTA E SEXTA PARCELAS SERÃO DEPOSITADAS NA CONTA DO FGTS DA OBREIRA - DESCRIÇÃO E INFORMAÇÕES DESCRITAS NA ATA|5||10000.00|10000.00
ACD-0187|4022651-44.2026.8.26.0002|DM||1|2700.00||2700.00
ACD-0187|4022651-44.2026.8.26.0002|HS||1|1300.00||1300.00
ACD-0188|1018649-19.2025.8.26.0002|HS||1|900.00||900.00
ACD-0189|4004625-11.2025.8.26.0009|HS||1||6500.00|6500.00
ACD-0190|4006487-97.2026.8.26.0068|DM|(NÃO DISCRIMINADO)|1|4054.25||4054.25
ACD-0191|5822655-92.2025.8.09.0049|DM||1||5311.53|5311.53
ACD-0191|5822655-92.2025.8.09.0049|HS||1||2688.47|2688.47
ACD-0192|8002270-84.2026.8.05.0113|DM||1||3400.00|3400.00
ACD-0192|8002270-84.2026.8.05.0113|HS||1||1600.00|1600.00
ACD-0193|1007049-94.2025.8.26.0068|DM||1|11148.97||11148.97
ACD-0193|1007049-94.2025.8.26.0068|HS||1|1251.03||1251.03
ACD-0194|4000219-91.2026.8.26.0176|HS||1||4016.53|4016.53
ACD-0195|5959784-74.2025.8.09.0006|DM||1||1400.00|1400.00
ACD-0195|5959784-74.2025.8.09.0006|HS||1||600.00|600.00
ACD-0196|4031093-96.2026.8.26.0002|HS||1||4400.00|4400.00
ACD-0197|5946523-04.2025.8.09.0051|HS||1|1226.37||1226.37
ACD-0198|4005004-39.2026.8.26.0001|HS||1||900.00|900.00
ACD-0199|1016341-32.2024.8.26.0006|HS||1||450.00|450.00
ACD-0200|1025115-63.2024.8.26.0002|HS||1||2173.70|2173.70
ACD-0201|1030803-69.2025.8.26.0002|DM||1|10480.00||10480.00
ACD-0201|1030803-69.2025.8.26.0002|HS||1|2620.00||2620.00
ACD-0202|5905543-15.2025.8.09.0051|HS||1||900.00|900.00
ACD-0203|5781885-51.2025.8.09.0051|DM||1||4176.00|4176.00
ACD-0203|5781885-51.2025.8.09.0051|HS||1||2088.00|2088.00
ACD-0204|0018409-66.2026.4.05.8300|DM||1||3000.00|3000.00
ACD-0205|5974350-48.2025.8.09.0064|HS||1|4342.70||4342.70
ACD-0206|4001359-63.2026.8.26.0176|HS||1||1350.00|1350.00
ACD-0207|5357258-14.2026.8.09.0051|HS||1||1600.00|1600.00
ACD-0208|1003410-32.2026.8.13.0024|HS||1||2680.00|2680.00
ACD-0209|5024025-71.2026.4.03.6301|DM|(NÃO DISCRIMINADO)|1||8100.00|8100.00
ACD-0210|0004814-35.2026.8.26.0005|HS||1||1425.00|1425.00
ACD-0211|4010068-30.2026.8.26.0001|HS||1||2500.00|2500.00
ACD-0212|5938342-80.2025.8.09.0029|HS||1||1200.00|1200.00
ACD-0213|0004807-48.2026.8.26.0068|DM||1||5704.00|5704.00
ACD-0213|0004807-48.2026.8.26.0068|HS||1||1426.00|1426.00
ACD-0214|4009419-42.2025.8.26.0020|HS||1||3711.08|3711.08
ACD-0215|1074539-37.2025.8.26.0100|DM||1||3600.00|3600.00
ACD-0215|1074539-37.2025.8.26.0100|HS||1||1700.00|1700.00
ACD-0216|4006694-73.2026.8.26.0011|DM|(NÃO DISCRIMINADO)|1||1800.00|1800.00
ACD-0217|4016536-44.2025.8.26.0001|DM|(NÃO DISCRIMINADO)|1||6000.00|6000.00
